3, 3.27, 0.585, 2.0, 5.91, 120.422
3, 2.955, 0.555, 2.06, 6.27, 116.582
3, 2.985, 0.606, 2.05, 5.43, 156.518
3, 3.0, 0.51, 1.78, 6.54, 170.957
3, 3.2475, 0.6015, 2.03, 5.745, 115.354
3, 2.865, 0.675, 2.22, 5.43, 192.307
3, 2.7525, 0.6645, 2.28, 5.715, 123.802
3, 2.9625, 0.5775, 2.11, 5.715, 115.354
3, 3.0, 0.66, 2.05, 5.37, 121.344
3, 2.8575, 0.57, 2.115, 6.68715, 157.901
3, 3.54825, 0.573, 2.085, 6.105, 122.419
3, 2.865, 0.573, 2.06, 6.27, 117.35
3, 3.09, 0.5895, 2.115, 5.94, 161.741
3, 2.8425, 0.5955, 2.2, 6.135, 117.35
3, 2.8875, 0.5865, 2.2, 6.135, 112.128
3, 3.0675, 0.579, 2.03, 6.09, 105.523
3, 2.73, 0.636, 2.34, 6.0, 175.565
3, 2.90625, 0.61725, 2.14, 6.2475, 128.717
3, 2.8875, 0.5505, 1.92, 6.405, 103.987
3, 3.266625, 0.5385, 1.9875, 6.1875, 132.096
3, 2.865, 0.675, 2.22, 5.43, 120.115
3, 2.985, 0.606, 2.05, 5.43, 195.686
4, 2.73, 0.636, 2.34, 6.0, -1
4, 2.985, 0.504, 1.89, 6.27, -1
4, 3.225, 0.624, 2.17, 5.61, 155.75
4, 2.985, 0.51, 2.0, 6.3, 199.219
4, 3.0, 0.54468, 1.94, 5.7, 180.634
4, 2.955, 0.657, 2.22, 5.43, 165.734
4, 3.06, 0.57, 2.0, 6.78, 203.827
4, 2.775, 0.591, 2.06, 6.27, 157.286
4, 3.27, 0.585, 2.0, 5.91, 276.634
4, 2.955, 0.555, 2.06, 6.27, 126.106
4, 2.985, 0.606, 2.05, 5.43, 274.637
4, 3.0, 0.51, 1.78, 6.54, 189.542
4, 3.2475, 0.6015, 2.03, 5.745, 162.202
4, 2.865, 0.675, 2.22, 5.43, 161.741
4, 2.7525, 0.6645, 2.28, 5.715, 189.235
4, 2.9625, 0.5775, 2.11, 5.715, 153.139
4, 3.0, 0.66, 2.05, 5.37, 143.155
4, 2.8575, 0.57, 2.115, 6.68715, 159.898
4, 3.54825, 0.573, 2.085, 6.105, 153.446
4, 2.865, 0.573, 2.06, 6.27, 163.43
4, 3.09, 0.5895, 2.115, 5.94, 207.053
4, 2.8425, 0.5955, 2.2, 6.135, 145.92
4, 2.8875, 0.5865, 2.2, 6.135, 150.528
4, 3.0675, 0.579, 2.03, 6.09, 146.381
4, 2.73, 0.636, 2.34, 6.0, 225.024
4, 2.90625, 0.61725, 2.14, 6.2475, 134.554
4, 2.8875, 0.5505, 1.92, 6.405, 160.973
4, 3.266625, 0.5385, 1.9875, 6.1875, 190.771
4, 2.865, 0.675, 2.22, 5.43, -1
4, 2.985, 0.606, 2.05, 5.43, 156.058
4, 2.985, 0.552, 2.0, 5.94, 140.39
4, 2.89875, 0.6075, 2.185, 6.045, 146.995
4, 2.925, 0.6405, 2.135, 5.43, 191.232
4, 3.1125, 0.669, 2.135, 5.235, 139.008
4, 3.0075, 0.5625, 2.03, 6.525, 160.051
4, 3.0, 0.60234, 1.995, 5.535, 190.31
4, 2.95875, 0.61725, 2.165, 5.5725, 165.581
4, 2.925, 0.5415, 2.03, 6.285, 162.816
4, 3.23625, 0.61275, 2.1, 5.6775, 179.712
4, 2.938125, 0.602625, 2.07, 6.21375, 173.414
5, 2.73, 0.636, 2.34, 6.0, 132.864
5, 2.985, 0.504, 1.89, 6.27, 135.475
5, 3.225, 0.624, 2.17, 5.61, 184.781
5, 2.985, 0.51, 2.0, 6.3, 155.75
5, 3.0, 0.54468, 1.94, 5.7, 151.757
5, 2.955, 0.657, 2.22, 5.43, 151.757
5, 3.06, 0.57, 2.0, 6.78, 151.757
5, 2.775, 0.591, 2.06, 6.27, 151.757
5, 3.27, 0.585, 2.0, 5.91, 151.757
5, 2.955, 0.555, 2.06, 6.27, 151.757
5, 2.985, 0.606, 2.05, 5.43, 151.757
5, 3.0, 0.51, 1.78, 6.54, 151.757
5, 3.2475, 0.6015, 2.03, 5.745, 151.757
-1,-1,-1,-1,-1,-1
0, 2.79, 1.098, 2.58, 6.0, 159.283
0, 3.0, 0.102, 2.24, 0.42, 124.723
0, 2.46, 0.6, 2.46, 2.34, 188.928
0, 3.0, 0.6, 3.14, 7.26, 144.0
0, 3.0, 1.026, 2.0, 5.28, 103.68
0, 3.0, 0.33, 1.18, 2.82, 150.989
0, 3.87, 0.6, 3.04, 6.0, 150.989
0, 1.05682664957, 1.76259256699, 0.516796134785, 6.42868842337, 163.891
0, 3.0, 0.720721408101, 2.2294181462, 1.06377056749, 160.973
0, 2.5216017523, 1.0, 2.0, 2.33115088619, 146.074
0, 1.89071985065, 1.68827787341, 0.363056449255, 7.03898910419, 134.861
0, 0.0448475963581, 0.528429491282, 3.7952683275, 6.24231920922, 99.533
0, 3.98830201691, 0.833113243047, 2.83225481031, 1.55718365744, 105.216
0, 3.0, 1.21114477099, 2.0, 4.0, 129.792
0, 3.0, 1.0, 0.797958180224, 4.0, 117.35
0, 3.60580732631, 1.69632520906, 2.0, 4.0, 201.523
0, 2.25801162228, 1.79562910342, 2.81559732674, 5.36018916487, 143.309
0, 3.0, 0.272952066298, 2.0, 3.42272061177, 119.501
1, 3.0, 1.0, 0.797958180224, 4.0, 156.672
-1,-1,-1,-1,-1,-1
0, 4.70933165451, 1.68048433035, 3.49356869765, 0.212585228556, 156.211
0, 4.75808958039, 1.0, 2.39344344349, 0.828884875785, 199.526
0, 5.44041790707, 0.451195938162, 1.74474365442, 6.37442739374, 230.554
0, 2.23474424188, 0.578690135204, 2.0, 4.0, 193.229
0, 3.0, 1.67219109682, 2.0, 4.0, 1000
0, 3.0, 0.9663378235, 2.0, 4.52284836111, 161.28
0, 4.32428374824, 1.66102995398, 0.640166354289, 6.46874392176, 1000
0, 2.90732494039, 1.0, 2.0, 2.91548343765, 187.853
0, 3.0, 0.299754716132, 2.0, 2.95273732139, 158.208
0, 2.38864350597, 1.36823566961, 0.896089641841, 2.10195438715, 1000
1, 5.44041790707, 0.9663378235, 2.0, 1.09976867196, 166.656
1, 3.0, 0.9663378235, 2.0, 0.212585228556, 196.416
1, 5.44041790707, 0.451195938162, 1.74474365442, 2.95273732139, 270.336
1, 2.23474424188, 0.578690135204, 2.0, 2.91548343765, 249.216
1, 3.0, 1.68048433035, 3.49356869765, 0.212585228556, waitactuallygood
1, 6.55479972103, 1.0, 2.39344344349, 0.828884875785, 185.088
1, 2.23474424188, 0.578690135204, 2.0, 4.0, 206.4
1, 3.0, 0.299754716132, 2.0, 2.95273732139, 164.736
1, 4.70933165451, 1.68048433035, 3.49356869765, 0.212585228556, 1000
1, 4.75808958039, 0.451195938162, 1.74474365442, 6.37442739374, 219.456
2, 3.0, 0.9663378235, 2.0, 0.212585228556, 122.266
2, 4.75808958039, 0.451195938162, 1.74474365442, 6.37442739374, 157.286
2, 4.75808958039, 0.451195938162, 2.39344344349, 0.828884875785, 157.44
2, 2.23474424188, 0.578690135204, 2.0, 1.09976867196, 127.181
2, 5.44041790707, 1.0, 2.39344344349, 0.828884875785, 184.013
2, 5.44041790707, 0.451195938162, 2.39344344349, 0.828884875785, 155.29
2, 2.23474424188, 0.578690135204, 2.0, 4.0, 191.386
2, 4.75808958039, 0.688680614776, 2.0, 1.09976867196, 1000
2, 5.44041790707, 0.9663378235, 2.0, 1.09976867196, 195.84
2, 2.23474424188, 0.578690135204, 2.0, 2.91548343765, 128.256
3, 4.75808958039, 0.9663378235, 2.0, 0.212585228556, 1000
3, 5.44041790707, 1.0, 2.39344344349, 1.09976867196, 114.278
3, 2.23474424188, 0.578690135204, 2.0, 2.91548343765, 177.408
3, 2.23474424188, 1.0, 2.39344344349, 0.828884875785, 141.773
3, 2.23474424188, 0.578690135204, 2.0, 1.09976867196, 209.28
3, 3.0, 0.9663378235, 2.0, 2.91548343765, 186.931
3, 4.75808958039, 0.9663378235, 2.0, 1.09976867196, 185.664
3, 2.23474424188, 0.578690135204, 2.0, 1.57039907058, 144.192
3, 5.44041790707, 0.451195938162, 2.0, 2.91548343765, 164.966
3, 2.23474424188, 0.451195938162, 2.39344344349, 0.828884875785, 1000
4, 2.23474424188, 0.578690135204, 2.0, 1.09976867196, 121.805
4, 3.0, 0.9663378235, 2.0, 1.09976867196, 95.846
4, 3.0, 0.9663378235, 2.0, 2.91548343765, 136.243
4, 2.23474424188, 1.0, 2.39344344349, 1.09976867196, 168.653
4, 4.75808958039, 0.9663378235, 2.0, 1.09976867196, 159.283
4, 5.44041790707, 0.578690135204, 2.0, 1.57039907058, 119.808
4, 5.44041790707, 0.578690135204, 2.0, 1.57039907058, 122.88
4, 2.23474424188, 0.578690135204, 2.0, 1.09976867196, 115.046
4, 5.44041790707, 0.9663378235, 2.0, 1.09976867196, 101.99
4, 3.0, 0.9663378235, 2.0, 2.91548343765, 137.318
5, 3.0, 0.578690135204, 2.0, 1.09976867196, 1000
5, 4.75808958039, 0.9663378235, 2.0, 1.09976867196, 1000
5, 2.23474424188, 1.0, 2.39344344349, 1.09976867196, 1000
5, 3.0, 0.9663378235, 2.0, 1.09976867196, 1000
5, 3.0, 0.9663378235, 2.0, 2.1250652788, 182.784
5, 3.0, 0.9663378235, 2.0, 1.09976867196, 1000
5, 5.44041790707, 0.578690135204, 2.0, 1.57039907058, 1000
5, 4.75808958039, 0.9663378235, 2.0, 1.57039907058, 1000
5, 3.0, 0.9663378235, 2.0, 2.91548343765, 1000
5, 3.0, 1.0, 4.59452269106, 1.09976867196, 1000
6, 3.0, 0.9663378235, 2.0, 2.1250652788, 207.667
6, 3.0, 0.9663378235, 2.0, 2.1250652788, 203.136
6, 3.0, 0.9663378235, 2.0, 2.1250652788, 148.224
6, 3.0, 0.9663378235, 2.0, 2.1250652788, 173.875
6, 3.0, 0.9663378235, 2.0, 2.1250652788, 1000
6, 3.0, 0.9663378235, 2.0, 2.1250652788, 1000
6, 3.0, 0.9663378235, 2.0, 0.728431040813, 177.101
6, 3.0, 0.9663378235, 2.0, 2.1250652788, 170.496
6, 3.0, 0.9663378235, 2.0, 2.1250652788, 176.794
6, 3.0, 0.9663378235, 2.0, 1.82671951103, 199.987
7, 3.0, 0.9663378235, 2.0, 2.1250652788, 168.96
7, 3.0, 0.9663378235, 2.0, 2.1250652788, 161.434
7, 3.0, 0.9663378235, 2.0, 1.16493026043, 149.453
7, 3.0, 0.9663378235, 2.0, 1.82671951103, 185.242
7, 3.0, 0.9663378235, 2.0, 2.1250652788, 153.139
7, 3.0, 0.9663378235, 2.0, 2.1250652788, 141.619
7, 3.0, 0.9663378235, 2.0, 0.200314704673, 153.446
7, 3.0, 0.9663378235, 2.0, 1.82671951103, 167.578
7, 3.0, 0.9663378235, 2.0, 2.1250652788, 132.403
7, 3.0, 0.9663378235, 2.0, 2.1250652788, 133.478
8, 3.0, 0.9663378235, 2.0, 1.16493026043, 127.488
8, 3.0, 0.9663378235, 2.0, 1.82671951103, 117.811
8, 3.0, 0.9663378235, 2.0, 2.1250652788, 181.862
8, 3.0, 0.9663378235, 2.0, 2.1250652788, 168.653
8, 3.0, 0.9663378235, 2.0, 1.82671951103, 137.472
8, 3.0, 0.9663378235, 2.0, 2.1250652788, 138.24
8, 3.0, 0.9663378235, 2.0, 1.82671951103, 110.438
8, 3.0, 0.9663378235, 2.0, 2.1250652788, 118.733
8, 3.0, 0.9663378235, 0.761842152208, 0.200314704673, 113.818
8, 3.0, 0.9663378235, 2.0, 2.1250652788, 121.344
9, 3.0, 0.9663378235, 2.0, 2.1250652788, 129.178
9, 3.0, 0.9663378235, 0.761842152208, 0.200314704673, 120.576
9, 3.0, 0.9663378235, 2.0, 2.1250652788, 137.779
9, 3.0, 0.9663378235, 2.0, 2.1250652788, 115.661
9, 3.0, 0.9663378235, 2.0, 2.1250652788, 171.878
9, 3.0, 0.9663378235, 2.0, 2.1250652788, 129.331
9, 3.0, 0.9663378235, 2.0, 1.82671951103, 139.93
9, 3.0, 1.14440053456, 2.0, 2.1250652788, 163.123
9, 3.0, 0.9663378235, 2.0, 2.1250652788, 123.802
9, 3.0, 0.9663378235, 0.761842152208, 0.200314704673, 1000
10, 3.0, 0.9663378235, 3.15142163691, 1.82671951103, 132.864
10, 3.0, 0.9663378235, 2.0, 2.1250652788, 144.077
10, 3.0, 0.9663378235, 2.0, 2.1250652788, 164.198
10, 3.0, 1.14440053456, 0.761842152208, 0.200314704673, 129.946
10, 3.0, 0.9663378235, 2.0, 2.1250652788, 114.125
10, 3.0, 0.9663378235, 2.0, 2.1250652788, 128.256
10, 4.64692182948, 0.9663378235, 2.0, 2.1250652788, 139.776
10, 3.0, 0.9663378235, 2.0, 2.1250652788, 144.077
10, 3.0, 0.9663378235, 2.0, 2.1250652788, 212.582
10, 3.0, 0.9663378235, 0.761842152208, 0.200314704673, 129.178
11, 3.0, 0.9663378235, 2.0, 2.1250652788, 137.165
11, 3.0, 0.9663378235, 2.0, 2.1250652788, 231.552
11, 3.0, 0.9663378235, 3.15142163691, 2.72179737048, 143.77
11, 3.0, 0.9663378235, 2.0, 2.1250652788, 210.432
11, 3.0, 1.33430139507, 0.761842152208, 0.200314704673, 132.864
11, 3.0, 0.9663378235, 2.0, 2.1250652788, 162.509
11, 3.0, 0.9663378235, 2.0, 2.1250652788, 151.757
11, 3.0, 0.9663378235, 3.15142163691, 1.82671951103, 153.139
11, 3.0, 0.9663378235, 2.0, 2.1250652788, 196.454
11, 3.0, 0.9663378235, 2.0, 2.1250652788, 149.453
12, 3.0, 1.33430139507, 2.0, 3.42052639036, 188.16
12, 3.0, 0.9663378235, 3.15142163691, 1.82671951103, 180.019
12, 3.0, 0.9663378235, 3.15142163691, 1.82671951103, 155.597
12, 3.0, 0.9663378235, 2.0, 2.1250652788, 156.826
12, 3.0, 0.9663378235, 2.0, 0.0986928947705, 154.675
12, 3.0, 0.9663378235, 2.0, 2.1250652788, 141.312
12, 3.0, 0.9663378235, 2.0, 2.1250652788, 183.706
12, 3.0, 0.9663378235, 2.0, 2.1250652788, 197.53
12, 3.0, 1.33430139507, 2.0, 2.1250652788, 122.266
12, 3.0, 0.9663378235, 2.0, 2.1250652788, 141.005
13, 3.0, 1.33430139507, 2.0, 2.1250652788, 132.403
13, 2.68069769155, 0.9663378235, 2.0, 2.1250652788, 123.034
13, 3.0, 0.9663378235, 3.15142163691, 1.82671951103, 140.083
13, 3.0, 0.9663378235, 2.0, 2.1250652788, 142.387
13, 3.0, 0.9663378235, 2.0, 0.0986928947705, 112.128
13, 3.0, 0.9663378235, 2.0, 2.1250652788, 114.739
13, 3.0, 1.33430139507, 2.0, 2.1250652788, 129.946
13, 3.0, 0.9663378235, 2.0, 2.1250652788, 146.842
13, 3.0, 0.9663378235, 2.0, 2.1250652788, 129.946
13, 3.0, 0.9663378235, 2.0, 2.1250652788, 192.768
14, 3.0, 0.9663378235, 2.0, 2.1250652788, 139.469
14, 3.0, 0.9663378235, 2.0, 2.1250652788, 183.706
14, 3.0, 0.9663378235, 2.0, 2.1250652788, 135.782
14, 3.0, 0.9663378235, 2.0, 2.1250652788, 105.216
14, 3.0, 1.33430139507, 2.0, 2.1250652788, 116.582
14, 3.0, 0.9663378235, 2.0, 2.1250652788, 178.176
14, 3.0, 0.9663378235, 2.0, 0.0986928947705, 109.056
14, 3.0, 0.9663378235, 3.08644238827, 2.1250652788, 1000
14, 3.0, 0.9663378235, 3.15142163691, 2.1250652788, 138.701
14, 3.0, 0.9663378235, 2.0, 2.1250652788, 197.069
15, 3.0, 0.9663378235, 2.0, 2.1250652788, 1000
15, 3.0, 0.9663378235, 2.0, 2.1250652788, 147.149
15, 3.0, 1.33430139507, 2.0, 2.1250652788, 1000
15, 3.0, 0.9663378235, 2.0, 2.1250652788, 204.288
15, 3.0, 0.9663378235, 2.0, 2.1250652788, 246.682
15, 3.0, 0.9663378235, 2.0, 2.1250652788, 161.741
15, 3.0, 0.9663378235, 2.0, 0.0986928947705, 1000
-1,-1,-1,-1,-1,-1
0, 3.0, 1.0, 2.0, 4.0, 218.573
0, 4.4814500442, 1.50333706023, 2.99090042976, 4.76896871524, 119.194
0, 3.0, 1.27020015599, 0.947363342982, 4.26638318401, 159.59
0, 3.72423015568, 1.0, 3.80659345975, 4.0, 230.784
0, 3.0, 1.15914761854, 3.87295524136, 3.2316636338, 121.037
0, 2.32451951265, 1.99674649153, 1.18225230528, 4.0, 1000
0, 1.54049225369, 1.11304579274, 0.991474709112, 6.52564378408, 115.2
0, 5.04079356557, 1.87029191715, 2.0, 6.01025562372, 157.44
0, 2.90511722942, 1.03950991182, 1.93438774796, 6.76924147922, 123.341
0, 4.88105226164, 1.62628551886, 0.577095210379, 4.0, 129.946
1, 4.88105226164, 1.62628551886, 0.577095210379, 4.0, 145.306
1, 3.0, 1.0, 3.87295524136, 3.2316636338, 163.968
1, 3.0, 1.27020015599, 2.0, 6.01025562372, 129.946
1, 3.0, 1.0, 2.0, 6.52564378408, 145.152
1, 4.4814500442, 1.50333706023, 2.99090042976, 3.26332658716, 135.168
1, 3.0, 1.27020015599, 0.947363342982, 4.26638318401, 127.334
1, 2.90511722942, 1.03950991182, 1.93438774796, 3.2316636338, 1000
1, 4.4814500442, 1.50333706023, 2.99090042976, 4.76896871524, 1000
1, 1.54049225369, 1.11304579274, 0.991474709112, 6.52564378408, 123.494
1, 3.72423015568, 1.0, 3.80659345975, 4.0, 194.15
2, 1.54049225369, 1.50333706023, 2.99090042976, 3.26332658716, 204.096
2, 1.54049225369, 1.50333706023, 2.99090042976, 3.26332658716, 165.888
2, 3.0, 1.0, 2.0, 6.52564378408, 152.986
2, 4.4814500442, 1.50333706023, 2.0, 6.01025562372, 228.403
2, 3.0, 1.0, 2.0, 6.52564378408, 173.107
2, 3.0, 1.0, 2.0, 6.52564378408, 188.928
2, 3.0, 1.27020015599, 3.87295524136, 3.2316636338, 181.709
2, 4.88105226164, 0.39447235967, 2.0, 6.01025562372, 197.568
2, 1.54049225369, 1.11304579274, 2.0, 6.01025562372, 143.424
2, 3.72423015568, 1.11304579274, 0.991474709112, 6.52564378408, 138.24
3, 3.0, 1.0, 2.0, 6.52564378408, 203.366
3, 1.54049225369, 1.50333706023, 2.0, 1.04205682891, 223.949
3, 3.0, 1.0, 2.0, 3.26332658716, 144.077
3, 3.72423015568, 1.27020015599, 3.87295524136, 3.2316636338, 155.443
3, 3.0, 1.0, 2.0, 6.01025562372, 207.821
3, 1.54049225369, 1.50333706023, 2.99090042976, 6.52564378408, 164.813
3, 4.4814500442, 1.50333706023, 2.0, 0.954758289333, 178.022
3, 3.0, 1.0, 2.0, 6.52564378408, 139.93
3, 4.4814500442, 1.50333706023, 0.991474709112, 6.52564378408, 122.266
3, 4.4814500442, 1.50333706023, 2.0, 6.01025562372, 117.043
4, 4.4814500442, 1.50333706023, 0.991474709112, 6.52564378408, 176.026
4, 4.4814500442, 1.50333706023, 0.991474709112, 6.52564378408, 153.139
4, 3.17486280129, 1.0, 2.0, 3.26332658716, 148.378
4, 4.4814500442, 1.50333706023, 3.87295524136, 3.2316636338, 174.528
4, 3.0, 1.0, 2.0, 6.52564378408, 219.84
4, 3.0, 1.74121766517, 2.0, 6.01025562372, 136.858
4, 4.4814500442, 1.50333706023, 2.0, 6.52564378408, 152.678
4, 3.0, 1.0, 2.0, 6.52564378408, 196.608
4, 4.4814500442, 1.50333706023, 2.0, 6.52564378408, 160.358
4, 4.4814500442, 1.0, 2.0, 6.01025562372, 199.219
5, 4.4814500442, 1.50333706023, 3.87295524136, 3.2316636338, 1000
5, 3.0, 1.74121766517, 2.0, 6.01025562372, 144.23
5, 4.4814500442, 1.50333706023, 3.87295524136, 3.2316636338, 158.4
5, 3.17486280129, 1.69094555919, 0.991474709112, 6.52564378408, 211.814
5, 4.4814500442, 1.50333706023, 2.0, 6.52564378408, 136.09
5, 4.4814500442, 1.50333706023, 2.0, 6.52564378408, 148.531
5, 4.4814500442, 1.50333706023, 2.0, 6.01025562372, 174.336
5, 4.4814500442, 0.851972572723, 3.87295524136, 3.2316636338, 142.541
5, 4.4814500442, 1.74121766517, 2.0, 6.01025562372, 152.525
5, 4.4814500442, 1.50333706023, 2.0, 6.52564378408, 150.067
6, 3.0, 1.74121766517, 2.0, 6.01025562372, 167.885
6, 4.4814500442, 0.851972572723, 3.87295524136, 6.52564378408, 93.542
6, 4.4814500442, 1.74121766517, 2.0, 6.01025562372, 132.096
6, 4.4814500442, 1.50333706023, 2.0, 6.52564378408, 232.704
6, 3.0, 1.50333706023, 2.0, 6.52564378408, 151.757
6, 4.4814500442, 1.50333706023, 2.0, 6.52564378408, 121.037
6, 4.4814500442, 0.851972572723, 3.87295524136, 3.2316636338, 141.466
6, 3.17486280129, 1.69094555919, 0.991474709112, 6.52564378408, 151.142
6, 3.17486280129, 1.61131321797, 3.87295524136, 3.2316636338, 1000
6, 4.4814500442, 1.50333706023, 3.87295524136, 3.2316636338, 182.323
7, 4.4814500442, 0.851972572723, 3.87295524136, 6.52564378408, 134.861
7, 4.4814500442, 0.851972572723, 3.87295524136, 6.52564378408, 156.672
7, 3.0, 1.74121766517, 2.0, 6.52564378408, 178.176
7, 4.4814500442, 1.74121766517, 2.0, 6.01025562372, 144.768
7, 4.4814500442, 0.851972572723, 3.87295524136, 3.2316636338, 146.534
7, 4.4814500442, 0.851972572723, 3.87295524136, 6.52564378408, 1000
7, 4.4814500442, 0.851972572723, 3.87295524136, 6.52564378408, 142.694
7, 3.0, 0.851972572723, 3.87295524136, 6.52564378408, 150.374
7, 4.4814500442, 1.69094555919, 0.991474709112, 6.52564378408, 143.309
7, 4.4814500442, 0.851972572723, 3.87295524136, 3.2316636338, 164.198
8, 4.4814500442, 0.851972572723, 3.87295524136, 1.62424753154, 195.072
8, 4.4814500442, 1.69094555919, 0.991474709112, 6.52564378408, 100.301
8, 4.4814500442, 1.74121766517, 2.0, 6.01025562372, 170.035
8, 4.4814500442, 1.69094555919, 0.991474709112, 6.01025562372, 167.232
8, 4.4814500442, 0.851972572723, 3.87295524136, 6.52564378408, 227.712
8, 4.4814500442, 0.851972572723, 3.87295524136, 6.52564378408, 134.208
8, 4.4814500442, 0.851972572723, 3.87295524136, 6.52564378408, 215.194
8, 4.4814500442, 0.851972572723, 3.87295524136, 3.2316636338, 212.352
8, 4.4814500442, 1.74121766517, 2.0, 3.2316636338, 135.322
8, 4.4814500442, 1.74121766517, 2.0, 6.01025562372, 160.973
9, 4.4814500442, 0.851972572723, 2.0, 1.21410187509, 146.074
9, 4.4814500442, 0.851972572723, 3.87295524136, 6.52564378408, 160.819
9, 4.4814500442, 0.851972572723, 3.87295524136, 6.52564378408, 1000
9, 4.4814500442, 1.74121766517, 2.0, 6.01025562372, 238.848
9, 4.4814500442, 1.74121766517, 3.87295524136, 1.62424753154, 135.014
9, 4.4814500442, 0.851972572723, 3.87295524136, 1.62424753154, 138.24
9, 4.4814500442, 1.74121766517, 2.0, 6.01025562372, 188.467
9, 4.4814500442, 1.74121766517, 2.0, 3.2316636338, 159.283
9, 4.4814500442, 1.69094555919, 0.991474709112, 6.01025562372, 107.52
9, 4.4814500442, 0.851972572723, 0.991474709112, 6.52564378408, 1000
10, 4.4814500442, 1.69094555919, 0.991474709112, 6.01025562372, 202.944
10, 4.4814500442, 0.851972572723, 3.87295524136, 1.62424753154, 283.776
10, 0.617489983994, 1.77302487597, 0.991474709112, 1.62424753154, 182.976
10, 4.4814500442, 1.69094555919, 2.0, 1.21410187509, 189.696
10, 4.4814500442, 0.851972572723, 3.87295524136, 6.52564378408, 231.552
10, 4.4814500442, 1.69094555919, 0.991474709112, 6.01025562372, 160.704
10, 4.4814500442, 0.851972572723, 3.87295524136, 1.62424753154, 164.659
10, 4.4814500442, 1.74121766517, 3.87295524136, 6.01025562372, 1000
10, 4.4814500442, 0.851972572723, 3.87295524136, 6.52564378408, 1000
10, 4.4814500442, 0.851972572723, 2.0, 1.21410187509, 236.928
11, 0.617489983994, 1.77302487597, 0.991474709112, 1.62424753154, 110.592
11, 4.4814500442, 1.69094555919, 0.991474709112, 6.01025562372, 116.736
11, 4.4814500442, 1.69094555919, 0.991474709112, 6.52564378408, 148.224
11, 4.4814500442, 0.851972572723, 2.0, 6.01025562372, 127.949
11, 4.4814500442, 1.69094555919, 0.991474709112, 6.01025562372, 138.086
11, 4.4814500442, 0.493523356185, 3.87295524136, 6.52564378408, 124.109
11, 4.4814500442, 1.69094555919, 0.991474709112, 6.01025562372, 192.922
11, 4.4814500442, 0.851972572723, 2.0, 1.21410187509, 159.898
11, 4.4814500442, 0.851972572723, 2.0, 1.21410187509, 99.533
11, 4.4814500442, 1.77302487597, 0.991474709112, 1.62424753154, 172.032
12, 4.4814500442, 0.851972572723, 0.991474709112, 6.52564378408, 180.634
12, 0.617489983994, 1.77302487597, 0.991474709112, 1.62424753154, 123.648
12, 4.4814500442, 1.77302487597, 2.0, 1.21410187509, 139.008
12, 4.4814500442, 1.69094555919, 0.991474709112, 6.52564378408, 179.098
12, 4.4814500442, 0.851972572723, 2.0, 1.21410187509, 137.472
